Name,Footfall,Latitude,Longitude,OutputArea,,,,,,,,,Names
Game,168,50.5951,-1.20379,E00087696,,,,,,,,,
Apple,172,50.5944,-1.2055,E00087697,,,,,,,,,
Nationwide,69,50.5948,-1.20161,E00087698,,,,,,,,,
Nationwide,110,50.5987,-1.18851,E00087688,,,,,,,,,
B&Q,76,50.5982,-1.19616,E00087689,,,,,,,,,
Iceland,162,50.5965,-1.1957,E00087691,,,,,,,,,
Best Buy,90,50.5967,-1.19867,E00087692,,,,,,,,,
Boots,182,50.596,-1.20074,E00087694,,,,,,,,,
Nationwide,182,50.6026,-1.18455,E00087699,,,,,,,,,
WHSmits,156,50.5921,-1.22747,E00087700,,,,,,,,,
Game,76,50.5945,-1.20947,E00087705,,,,,,,,,
Game,169,50.5943,-1.21469,E00087706,,,,,,,,,
HMV,198,50.5925,-1.21662,E00087707,,,,,,,,,
HMV,83,50.5874,-1.2429,E00087708,,,,,,,,,
HMV,169,50.5842,-1.25306,E00087709,,,,,,,,,
Iceland,184,50.5979,-1.21926,E00087701,,,,,,,,,
HMV,127,50.5985,-1.21788,E00087702,,,,,,,,,
Best Buy,96,50.5979,-1.21562,E00087703,,,,,,,,,
Argos,164,50.5962,-1.21353,E00087704,,,,,,,,,
Game,184,50.6006,-1.21934,E00087710,,,,,,,,,
Nationwide,113,50.616,-1.21977,E00087729,,,,,,,,,
Best Buy,69,50.62,-1.22474,E00087730,,,,,,,,,
Apple,110,50.6135,-1.2252,E00087731,,,,,,,,,
HMV,60,50.6172,-1.2246,E00087732,,,,,,,,,
Best Buy,138,50.6152,-1.22242,E00087733,,,,,,,,,
Game,67,50.6126,-1.22277,E00087734,,,,,,,,,
Game,149,50.8502,-1.08786,E00086416,,,,,,,,,
Tescos,183,50.8481,-1.08624,E00086417,,,,,,,,,
Boots,153,50.8518,-1.08943,E00086443,,,,,,,,,
Best Buy,117,50.8488,-1.08404,E00086450,,,,,,,,,
Iceland,74,50.8489,-1.08851,E00086452,,,,,,,,,
Boots,75,50.8533,-1.08853,E00086420,,,,,,,,,
Boots,131,50.8527,-1.08395,E00086431,,,,,,,,,
Tescos,63,50.8521,-1.09194,E00086435,,,,,,,,,
Apple,178,50.8516,-1.08526,E00086438,,,,,,,,,
Argos,130,50.8541,-1.10103,E00086425,,,,,,,,,
Argos,97,50.8541,-1.09531,E00086426,,,,,,,,,
Game,168,50.854,-1.09773,E00086429,,,,,,,,,
Iceland,99,50.8529,-1.09972,E00086430,,,,,,,,,
Iceland,66,50.8522,-1.09931,E00086436,,,,,,,,,
WHSmits,81,50.8521,-1.10818,E00086415,,,,,,,,,
Superdrug,158,50.8543,-1.10841,E00086423,,,,,,,,,
Game,151,50.8533,-1.10502,E00086427,,,,,,,,,
WHSmits,74,50.8525,-1.10289,E00086428,,,,,,,,,
Boots,102,50.8502,-1.10596,E00086441,,,,,,,,,
Superdrug,183,50.8521,-1.09555,E00086414,,,,,,,,,
B&Q,119,50.8507,-1.10112,E00086440,,,,,,,,,
Game,119,50.8504,-1.0928,E00086442,,,,,,,,,
Nationwide,200,50.8511,-1.09795,E00086446,,,,,,,,,
B&Q,140,50.8501,-1.0964,E00086449,,,,,,,,,
Game,171,50.8467,-1.07132,E00086110,,,,,,,,,
Superdrug,133,50.847,-1.0739,E00086125,,,,,,,,,
Iceland,113,50.8515,-1.07471,E00086143,,,,,,,,,
Best Buy,118,50.8521,-1.07334,E00086144,,,,,,,,,
B&Q,156,50.8439,-1.06677,E00174428,,,,,,,,,
Argos,92,50.8432,-1.06826,E00174430,,,,,,,,,
Argos,75,50.8415,-1.06841,E00174431,,,,,,,,,
HMV,148,50.8502,-1.07506,E00086108,,,,,,,,,
Argos,120,50.8482,-1.07584,E00086111,,,,,,,,,
B&Q,131,50.8466,-1.07864,E00086119,,,,,,,,,
Apple,163,50.8452,-1.07618,E00086120,,,,,,,,,
Nationwide,83,50.8492,-1.0801,E00086112,,,,,,,,,
Tescos,100,50.8487,-1.07974,E00086113,,,,,,,,,
Tescos,169,50.8478,-1.07955,E00086117,,,,,,,,,
Argos,107,50.8466,-1.08175,E00086118,,,,,,,,,
B&Q,135,50.8531,-1.07952,E00086422,,,,,,,,,
Tescos,88,50.852,-1.07895,E00086433,,,,,,,,,
Nationwide,151,50.8515,-1.08117,E00086434,,,,,,,,,
Apple,102,50.8502,-1.08365,E00086439,,,,,,,,,
WHSmits,197,50.8506,-1.0785,E00086448,,,,,,,,,
Best Buy,65,50.8513,-1.06284,E00086109,,,,,,,,,
Argos,68,50.85,-1.06563,E00086114,,,,,,,,,
B&Q,119,50.8477,-1.06299,E00086115,,,,,,,,,
Tescos,182,50.8457,-1.06245,E00086121,,,,,,,,,
Nationwide,196,50.8456,-1.05908,E00086122,,,,,,,,,
Boots,116,50.8487,-1.04382,E00086146,,,,,,,,,
Superdrug,174,50.8554,-1.05245,E00086158,,,,,,,,,
HMV,154,50.8498,-1.04582,E00086162,,,,,,,,,
Superdrug,76,50.8505,-1.04802,E00086164,,,,,,,,,
Argos,124,50.8478,-1.04189,E00086170,,,,,,,,,
Apple,189,50.8502,-1.05912,E00086145,,,,,,,,,
WHSmits,96,50.849,-1.05958,E00086161,,,,,,,,,
HMV,142,50.8492,-1.0536,E00086165,,,,,,,,,
Best Buy,151,50.8485,-1.05751,E00086168,,,,,,,,,
Iceland,191,50.8471,-1.0587,E00086172,,,,,,,,,
Best Buy,85,50.8447,-1.05145,E00086148,,,,,,,,,
WHSmits,140,50.8496,-1.05069,E00086163,,,,,,,,,
Boots,188,50.847,-1.05188,E00086174,,,,,,,,,
HMV,140,50.8463,-1.04774,E00086177,,,,,,,,,
HMV,190,50.8445,-1.05511,E00086179,,,,,,,,,
Apple,126,50.8442,-1.07065,E00086103,,,,,,,,,
Argos,173,50.8447,-1.07295,E00086104,,,,,,,,,
Game,138,50.8438,-1.07237,E00086106,,,,,,,,,
Superdrug,182,50.8407,-1.06631,E00086130,,,,,,,,,
Superdrug,65,50.8379,-1.06865,E00086140,,,,,,,,,
Argos,129,50.8524,-1.11171,E00086432,,,,,,,,,
Boots,94,50.8506,-1.11404,E00086445,,,,,,,,,
Iceland,75,50.8507,-1.10968,E00086447,,,,,,,,,
Superdrug,169,50.8479,-1.11221,E00086453,,,,,,,,,
Boots,115,50.8474,-1.11622,E00086454,,,,,,,,,
HMV,168,50.8436,-1.10134,E00086418,,,,,,,,,
Superdrug,178,50.8417,-1.09534,E00086419,,,,,,,,,
Iceland,174,50.8477,-1.10419,E00086451,,,,,,,,,
Boots,146,50.8452,-1.10204,E00086455,,,,,,,,,
HMV,116,50.8437,-1.09781,E00086456,,,,,,,,,
Best Buy,186,50.8532,-1.11437,E00086413,,,,,,,,,
Boots,162,50.8548,-1.10672,E00086421,,,,,,,,,
Apple,96,50.8544,-1.11364,E00086424,,,,,,,,,
Best Buy,193,50.8524,-1.11536,E00086437,,,,,,,,,
Superdrug,109,50.8509,-1.11629,E00086444,,,,,,,,,
Best Buy,190,50.8425,-1.0639,E00086105,,,,,,,,,
Apple,74,50.844,-1.06439,E00086107,,,,,,,,,
Apple,95,50.8468,-1.06554,E00086116,,,,,,,,,
Game,74,50.8449,-1.06477,E00086124,,,,,,,,,
Iceland,114,50.841,-1.06295,E00086129,,,,,,,,,
Boots,89,50.8443,-1.05921,E00086123,,,,,,,,,
Game,95,50.8429,-1.05883,E00086127,,,,,,,,,
HMV,99,50.8422,-1.05972,E00086128,,,,,,,,,
WHSmits,104,50.8397,-1.05795,E00086131,,,,,,,,,
WHSmits,71,50.8399,-1.06158,E00086132,,,,,,,,,
Tescos,87,50.8392,-1.06183,E00086133,,,,,,,,,
Best Buy,180,50.8397,-1.06597,E00086134,,,,,,,,,
Tescos,64,50.8385,-1.06643,E00086136,,,,,,,,,
Tescos,163,50.8383,-1.0639,E00086137,,,,,,,,,
WHSmits,140,50.8383,-1.05809,E00086135,,,,,,,,,
Nationwide,160,50.8376,-1.05427,E00086138,,,,,,,,,
Boots,147,50.8368,-1.05498,E00086139,,,,,,,,,
HMV,179,50.8367,-1.05786,E00086141,,,,,,,,,
Game,181,50.8353,-1.05367,E00086142,,,,,,,,,
Iceland,200,50.8424,-1.05033,E00086151,,,,,,,,,
Game,194,50.8435,-1.05311,E00086152,,,,,,,,,
Best Buy,191,50.8416,-1.05567,E00086153,,,,,,,,,
Nationwide,165,50.8414,-1.05318,E00086155,,,,,,,,,
Boots,74,50.8392,-1.0486,E00086157,,,,,,,,,
B&Q,189,50.8228,-1.07289,E00086310,,,,,,,,,
Superdrug,118,50.8241,-1.06755,E00086317,,,,,,,,,
Tescos,192,50.8231,-1.06792,E00086319,,,,,,,,,
Game,148,50.8235,-1.07108,E00086320,,,,,,,,,
Game,134,50.8335,-1.07461,E00086291,,,,,,,,,
Tescos,199,50.8318,-1.07526,E00086294,,,,,,,,,
Apple,69,50.8298,-1.08086,E00086298,,,,,,,,,
B&Q,94,50.8301,-1.0778,E00086300,,,,,,,,,
Apple,122,50.8332,-1.06651,E00086280,,,,,,,,,
B&Q,104,50.8346,-1.06958,E00086292,,,,,,,,,
Boots,78,50.8316,-1.06753,E00086293,,,,,,,,,
Game,200,50.8307,-1.07281,E00086295,,,,,,,,,
WHSmits,198,50.8313,-1.06536,E00086297,,,,,,,,,
Superdrug,153,50.8284,-1.07765,E00086278,,,,,,,,,
Apple,86,50.8307,-1.07502,E00086296,,,,,,,,,
Argos,116,50.8291,-1.06922,E00086299,,,,,,,,,
Game,174,50.8288,-1.07458,E00086301,,,,,,,,,
Iceland,72,50.8291,-1.07246,E00086303,,,,,,,,,
Iceland,181,50.8265,-1.07382,E00086304,,,,,,,,,
Superdrug,84,50.8279,-1.07254,E00086305,,,,,,,,,
Best Buy,94,50.8262,-1.07107,E00086308,,,,,,,,,
WHSmits,102,50.8255,-1.07495,E00086311,,,,,,,,,
WHSmits,107,50.825,-1.07142,E00086313,,,,,,,,,
Iceland,165,50.8145,-1.05868,E00085932,,,,,,,,,
Tescos,118,50.8159,-1.06243,E00085933,,,,,,,,,
B&Q,132,50.8128,-1.05756,E00085934,,,,,,,,,
B&Q,69,50.8156,-1.06362,E00085935,,,,,,,,,
Nationwide,154,50.8127,-1.0601,E00085938,,,,,,,,,
Apple,128,50.828,-1.05295,E00086064,,,,,,,,,
Apple,149,50.8269,-1.04908,E00086066,,,,,,,,,
Tescos,189,50.8274,-1.05118,E00086067,,,,,,,,,
B&Q,194,50.8294,-1.04853,E00086100,,,,,,,,,
Apple,141,50.8298,-1.04667,E00086101,,,,,,,,,
Game,167,50.8293,-1.05058,E00086102,,,,,,,,,
Tescos,117,50.8181,-1.06184,E00086068,,,,,,,,,
Nationwide,135,50.8209,-1.06221,E00086072,,,,,,,,,
Boots,173,50.8194,-1.06282,E00086076,,,,,,,,,
HMV,135,50.8184,-1.06362,E00086077,,,,,,,,,
Iceland,138,50.817,-1.06585,E00086082,,,,,,,,,
Argos,82,50.8244,-1.06348,E00086061,,,,,,,,,
Best Buy,161,50.8236,-1.06115,E00086065,,,,,,,,,
HMV,103,50.8236,-1.06367,E00086069,,,,,,,,,
Superdrug,183,50.8225,-1.06267,E00086070,,,,,,,,,
Apple,70,50.8215,-1.0651,E00086071,,,,,,,,,
HMV,134,50.8289,-1.06285,E00086302,,,,,,,,,
Apple,165,50.8291,-1.06651,E00086306,,,,,,,,,
Argos,163,50.8275,-1.06858,E00086307,,,,,,,,,
B&Q,169,50.8275,-1.06545,E00086309,,,,,,,,,
Game,173,50.8253,-1.06765,E00086312,,,,,,,,,
Iceland,159,50.8232,-1.07922,E00086281,,,,,,,,,
HMV,70,50.8247,-1.07608,E00086314,,,,,,,,,
Tescos,174,50.8236,-1.07622,E00086315,,,,,,,,,
Boots,84,50.8247,-1.07827,E00086316,,,,,,,,,
Superdrug,164,50.8236,-1.07384,E00086318,,,,,,,,,
Apple,198,50.8223,-1.07939,E00086282,,,,,,,,,
Iceland,62,50.8213,-1.07897,E00086283,,,,,,,,,
Superdrug,100,50.8222,-1.07564,E00086284,,,,,,,,,
Iceland,90,50.822,-1.07785,E00086285,,,,,,,,,
Nationwide,127,50.8213,-1.07405,E00086286,,,,,,,,,
Argos,148,50.8177,-1.07737,E00086279,,,,,,,,,
Argos,179,50.8205,-1.07502,E00086287,,,,,,,,,
Boots,142,50.8196,-1.07487,E00086288,,,,,,,,,
WHSmits,140,50.8185,-1.0749,E00086289,,,,,,,,,
Game,191,50.8178,-1.07458,E00086290,,,,,,,,,
HMV,128,50.8214,-1.08197,E00086377,,,,,,,,,
Boots,88,50.8222,-1.08277,E00086379,,,,,,,,,
HMV,94,50.8211,-1.08396,E00086381,,,,,,,,,
Nationwide,104,50.8201,-1.08532,E00086386,,,,,,,,,
Apple,75,50.819,-1.08247,E00086389,,,,,,,,,
B&Q,90,50.8206,-1.07925,E00086383,,,,,,,,,
Tescos,191,50.8199,-1.07903,E00086385,,,,,,,,,
Game,106,50.819,-1.07945,E00086391,,,,,,,,,
Boots,187,50.8182,-1.08101,E00086392,,,,,,,,,
Nationwide,93,50.8175,-1.08234,E00086397,,,,,,,,,
Nationwide,199,50.8217,-1.09091,E00086364,,,,,,,,,
Iceland,132,50.8228,-1.08946,E00086376,,,,,,,,,
Apple,85,50.822,-1.08582,E00086380,,,,,,,,,
Apple,124,50.8213,-1.08674,E00086382,,,,,,,,,
Boots,115,50.8212,-1.0884,E00086378,,,,,,,,,
Superdrug,173,50.8206,-1.08654,E00086384,,,,,,,,,
Superdrug,97,50.8203,-1.08969,E00086387,,,,,,,,,
Tescos,66,50.8194,-1.08766,E00086388,,,,,,,,,
Apple,151,50.8194,-1.08586,E00086390,,,,,,,,,
WHSmits,130,50.8154,-1.0866,E00086396,,,,,,,,,
HMV,119,50.8167,-1.08151,E00086399,,,,,,,,,
Boots,152,50.816,-1.08295,E00086400,,,,,,,,,
Game,154,50.8166,-1.08602,E00086403,,,,,,,,,
Boots,83,50.8164,-1.08803,E00086404,,,,,,,,,
Tescos,146,50.8157,-1.08491,E00086405,,,,,,,,,
Game,149,50.8178,-1.08649,E00086365,,,,,,,,,
Tescos,137,50.8185,-1.0847,E00086393,,,,,,,,,
Boots,69,50.8184,-1.08689,E00086394,,,,,,,,,
WHSmits,154,50.818,-1.0836,E00086395,,,,,,,,,
HMV,127,50.8173,-1.08641,E00086398,,,,,,,,,
Boots,119,50.819,-1.07094,E00086079,,,,,,,,,
Superdrug,80,50.8174,-1.07217,E00086081,,,,,,,,,
Nationwide,154,50.8165,-1.06904,E00086083,,,,,,,,,
WHSmits,100,50.8163,-1.07246,E00086086,,,,,,,,,
WHSmits,167,50.8155,-1.06687,E00086085,,,,,,,,,
Nationwide,163,50.8154,-1.06884,E00086087,,,,,,,,,
Apple,190,50.8138,-1.0664,E00086088,,,,,,,,,
WHSmits,133,50.8149,-1.066,E00086089,,,,,,,,,
Nationwide,126,50.8157,-1.07257,E00086084,,,,,,,,,
Apple,110,50.8148,-1.07011,E00086090,,,,,,,,,
HMV,196,50.8146,-1.07378,E00086091,,,,,,,,,
HMV,96,50.8143,-1.07103,E00086092,,,,,,,,,
Game,192,50.8142,-1.07276,E00086093,,,,,,,,,
Nationwide,125,50.821,-1.06679,E00086073,,,,,,,,,
Best Buy,100,50.8216,-1.07171,E00086074,,,,,,,,,
HMV,85,50.8196,-1.06891,E00086075,,,,,,,,,
Boots,160,50.8179,-1.06876,E00086078,,,,,,,,,
Boots,158,50.8183,-1.06651,E00086080,,,,,,,,,
Superdrug,124,50.8162,-1.07732,E00086401,,,,,,,,,
WHSmits,114,50.8159,-1.07556,E00086402,,,,,,,,,
Best Buy,138,50.8147,-1.0771,E00086407,,,,,,,,,
Iceland,70,50.8144,-1.07543,E00086408,,,,,,,,,
Apple,95,50.8148,-1.07842,E00086409,,,,,,,,,
Game,181,50.8149,-1.08369,E00086367,,,,,,,,,
B&Q,138,50.8154,-1.08186,E00086406,,,,,,,,,
Game,196,50.8143,-1.08245,E00086410,,,,,,,,,
B&Q,63,50.8133,-1.07829,E00086411,,,,,,,,,
Tescos,117,50.8125,-1.07809,E00086412,,,,,,,,,
Tescos,193,50.8119,-1.06358,E00085936,,,,,,,,,
Tescos,77,50.8132,-1.06192,E00085937,,,,,,,,,
WHSmits,181,50.8125,-1.06274,E00085939,,,,,,,,,
Tescos,93,50.8103,-1.06278,E00085940,,,,,,,,,
WHSmits,146,50.8102,-1.0617,E00085941,,,,,,,,,
Tescos,159,50.8126,-1.06563,E00086094,,,,,,,,,
B&Q,173,50.8131,-1.067,E00086095,,,,,,,,,
Boots,116,50.813,-1.06868,E00086097,,,,,,,,,
WHSmits,103,50.8117,-1.06785,E00086099,,,,,,,,,
WHSmits,188,50.8131,-1.07195,E00086062,,,,,,,,,
Apple,162,50.8128,-1.07461,E00086063,,,,,,,,,
Argos,101,50.8128,-1.07008,E00086096,,,,,,,,,
Superdrug,68,50.8123,-1.07353,E00086098,,,,,,,,,
HMV,189,50.8105,-1.07564,E00086230,,,,,,,,,
Iceland,94,50.8087,-1.07481,E00086237,,,,,,,,,
Boots,125,50.8096,-1.07205,E00086276,,,,,,,,,
Tescos,163,50.8097,-1.07514,E00086277,,,,,,,,,
Iceland,131,50.8115,-1.07303,E00086266,,,,,,,,,
Tescos,60,50.8113,-1.07619,E00086267,,,,,,,,,
Tescos,195,50.8104,-1.07188,E00086271,,,,,,,,,
WHSmits,66,50.8107,-1.07807,E00086274,,,,,,,,,
HMV,66,50.811,-1.0708,E00086275,,,,,,,,,
Boots,191,50.8095,-1.06515,E00086238,,,,,,,,,
Game,188,50.8106,-1.06498,E00086268,,,,,,,,,
HMV,196,50.8108,-1.06624,E00086269,,,,,,,,,
Game,141,50.8107,-1.06852,E00086270,,,,,,,,,
Iceland,130,50.8102,-1.06722,E00086272,,,,,,,,,
Superdrug,200,50.8102,-1.06962,E00086273,,,,,,,,,
WHSmits,67,50.8085,-1.08199,E00086023,,,,,,,,,
Game,67,50.8085,-1.0804,E00086024,,,,,,,,,
Tescos,192,50.8088,-1.07862,E00086025,,,,,,,,,
Superdrug,192,50.8067,-1.07919,E00086030,,,,,,,,,
Argos,170,50.807,-1.08454,E00086027,,,,,,,,,
Apple,79,50.8072,-1.08041,E00086028,,,,,,,,,
Best Buy,86,50.8073,-1.08297,E00086029,,,,,,,,,
Tescos,72,50.8061,-1.08232,E00086031,,,,,,,,,
Nationwide,93,50.8053,-1.08068,E00086035,,,,,,,,,
Best Buy,98,50.8055,-1.08544,E00086026,,,,,,,,,
Tescos,96,50.807,-1.0864,E00086032,,,,,,,,,
Iceland,156,50.8059,-1.08389,E00086034,,,,,,,,,
B&Q,85,50.8039,-1.08467,E00086036,,,,,,,,,
Tescos,109,50.8052,-1.08441,E00086038,,,,,,,,,
Apple,199,50.8031,-1.08665,E00086044,,,,,,,,,
Boots,188,50.8126,-1.08259,E00086366,,,,,,,,,
HMV,96,50.8124,-1.07983,E00086368,,,,,,,,,
B&Q,167,50.8119,-1.08432,E00086369,,,,,,,,,
B&Q,148,50.8111,-1.08069,E00086370,,,,,,,,,
B&Q,124,50.8099,-1.0831,E00086371,,,,,,,,,
Nationwide,100,50.8105,-1.0853,E00086372,,,,,,,,,
Superdrug,151,50.8097,-1.08473,E00086373,,,,,,,,,
Superdrug,129,50.8083,-1.08644,E00086374,,,,,,,,,
Game,61,50.8084,-1.08423,E00086375,,,,,,,,,
Superdrug,200,50.806,-1.04946,E00085919,,,,,,,,,
Nationwide,144,50.8096,-1.05428,E00085946,,,,,,,,,
Superdrug,109,50.8092,-1.05612,E00085947,,,,,,,,,
HMV,92,50.8092,-1.05206,E00085948,,,,,,,,,
Best Buy,189,50.8048,-1.04946,E00085959,,,,,,,,,
HMV,143,50.8102,-1.06088,E00085942,,,,,,,,,
Argos,99,50.8109,-1.05779,E00085943,,,,,,,,,
Best Buy,141,50.8092,-1.05939,E00085944,,,,,,,,,
HMV,98,50.8101,-1.06007,E00085945,,,,,,,,,
Argos,172,50.8076,-1.06201,E00085949,,,,,,,,,
Game,190,50.8054,-1.05559,E00085954,,,,,,,,,
Iceland,200,50.8062,-1.05288,E00085955,,,,,,,,,
HMV,140,50.8042,-1.05447,E00085958,,,,,,,,,
WHSmits,76,50.8051,-1.05133,E00085960,,,,,,,,,
Apple,82,50.8091,-1.05803,E00085920,,,,,,,,,
Best Buy,141,50.8075,-1.06038,E00085950,,,,,,,,,
Apple,170,50.8067,-1.05969,E00085951,,,,,,,,,
Tescos,112,50.8052,-1.06196,E00085953,,,,,,,,,
Best Buy,80,50.8051,-1.05991,E00085957,,,,,,,,,
WHSmits,152,50.8017,-1.06455,E00085921,,,,,,,,,
Iceland,130,50.8022,-1.06206,E00085924,,,,,,,,,
WHSmits,152,50.806,-1.06387,E00085952,,,,,,,,,
Game,105,50.8033,-1.06549,E00085956,,,,,,,,,
Best Buy,122,50.8037,-1.06309,E00085961,,,,,,,,,
Superdrug,123,50.8024,-1.05324,E00085922,,,,,,,,,
Best Buy,175,50.8016,-1.05807,E00085923,,,,,,,,,
Argos,174,50.8014,-1.0524,E00085925,,,,,,,,,
Best Buy,61,50.8004,-1.05312,E00085926,,,,,,,,,
Nationwide,200,50.8027,-1.05553,E00085962,,,,,,,,,
Tescos,151,50.8029,-1.05875,E00085963,,,,,,,,,
Iceland,123,50.8054,-1.07037,E00086231,,,,,,,,,
Apple,105,50.8011,-1.06936,E00086234,,,,,,,,,
Apple,141,50.8045,-1.07219,E00086247,,,,,,,,,
HMV,113,50.8019,-1.07169,E00086250,,,,,,,,,
Argos,190,50.8016,-1.0705,E00086252,,,,,,,,,
WHSmits,64,50.7996,-1.06998,E00086258,,,,,,,,,
Game,102,50.8037,-1.07421,E00086233,,,,,,,,,
HMV,108,50.8074,-1.07413,E00086240,,,,,,,,,
B&Q,187,50.8078,-1.07651,E00086242,,,,,,,,,
WHSmits,141,50.8065,-1.07559,E00086244,,,,,,,,,
Iceland,85,50.8057,-1.07471,E00086246,,,,,,,,,
Best Buy,169,50.8035,-1.07175,E00086251,,,,,,,,,
Argos,144,50.8067,-1.07215,E00086232,,,,,,,,,
Argos,156,50.8086,-1.07103,E00086239,,,,,,,,,
Nationwide,151,50.8079,-1.07263,E00086241,,,,,,,,,
HMV,168,50.8053,-1.07308,E00086243,,,,,,,,,
Superdrug,152,50.8062,-1.07105,E00086245,,,,,,,,,
Nationwide,170,50.8012,-1.07511,E00086235,,,,,,,,,
Nationwide,180,50.8009,-1.07169,E00086236,,,,,,,,,
Apple,106,50.8025,-1.07367,E00086248,,,,,,,,,
Argos,191,50.8023,-1.07254,E00086249,,,,,,,,,
Boots,188,50.8018,-1.07521,E00086253,,,,,,,,,
HMV,76,50.8004,-1.0742,E00086255,,,,,,,,,
Apple,190,50.8003,-1.0759,E00086256,,,,,,,,,
Apple,64,50.7996,-1.07572,E00086260,,,,,,,,,
WHSmits,149,50.7985,-1.07411,E00086263,,,,,,,,,
Superdrug,122,50.7969,-1.0747,E00086264,,,,,,,,,
Boots,72,50.7978,-1.07581,E00086265,,,,,,,,,
B&Q,153,50.8002,-1.07229,E00086254,,,,,,,,,
HMV,60,50.7994,-1.07157,E00086257,,,,,,,,,
Iceland,174,50.799,-1.07258,E00086259,,,,,,,,,
HMV,148,50.7978,-1.0714,E00086261,,,,,,,,,
B&Q,164,50.7977,-1.07318,E00086262,,,,,,,,,
Superdrug,79,50.8016,-1.08043,E00086046,,,,,,,,,
Argos,160,50.7996,-1.07841,E00086048,,,,,,,,,
HMV,133,50.8012,-1.0789,E00086051,,,,,,,,,
B&Q,105,50.7983,-1.08298,E00086055,,,,,,,,,
Argos,130,50.7976,-1.07972,E00086056,,,,,,,,,
Apple,160,50.7974,-1.07839,E00174464,,,,,,,,,
Nationwide,166,50.796,-1.07755,E00174467,,,,,,,,,
Game,120,50.7984,-1.08464,E00086017,,,,,,,,,
Nationwide,164,50.7999,-1.08448,E00086045,,,,,,,,,
Superdrug,114,50.7963,-1.09102,E00174445,,,,,,,,,
Apple,67,50.8004,-1.09199,E00174453,,,,,,,,,
WHSmits,60,50.8006,-1.08825,E00174470,,,,,,,,,
Superdrug,81,50.8019,-1.10151,E00086014,,,,,,,,,
WHSmits,76,50.7987,-1.10538,E00086047,,,,,,,,,
Superdrug,126,50.8001,-1.10095,E00086054,,,,,,,,,
Game,172,50.7994,-1.09876,E00174438,,,,,,,,,
HMV,166,50.8006,-1.0953,E00174461,,,,,,,,,
Argos,189,50.8024,-1.08021,E00086012,,,,,,,,,
Best Buy,185,50.8039,-1.08021,E00086033,,,,,,,,,
Nationwide,161,50.8046,-1.0777,E00086037,,,,,,,,,
Superdrug,65,50.8029,-1.08305,E00086039,,,,,,,,,
WHSmits,79,50.8029,-1.07846,E00086041,,,,,,,,,
HMV,120,50.8004,-1.08522,E00086022,,,,,,,,,
Argos,200,50.8025,-1.0856,E00086042,,,,,,,,,
Best Buy,186,50.8018,-1.08494,E00086043,,,,,,,,,
Nationwide,174,50.8017,-1.08346,E00086049,,,,,,,,,
Argos,174,50.8006,-1.08047,E00086052,,,,,,,,,
Boots,104,50.7999,-1.10337,E00174441,,,,,,,,,
Boots,165,50.801,-1.10349,E00174442,,,,,,,,,
Apple,122,50.8004,-1.1034,E00174444,,,,,,,,,
HMV,194,50.8,-1.10426,E00174447,,,,,,,,,
Superdrug,198,50.8012,-1.102,E00174462,,,,,,,,,
Iceland,79,50.7973,-1.10252,E00086013,,,,,,,,,
Apple,195,50.7971,-1.10366,E00086015,,,,,,,,,
Nationwide,113,50.7983,-1.10057,E00086057,,,,,,,,,
HMV,152,50.7985,-1.10203,E00086058,,,,,,,,,
Superdrug,133,50.7987,-1.10184,E00174466,,,,,,,,,
Game,102,50.8002,-1.0474,E00085927,,,,,,,,,
Best Buy,104,50.7994,-1.04575,E00085928,,,,,,,,,
Iceland,111,50.7987,-1.05343,E00085929,,,,,,,,,
Best Buy,172,50.7994,-1.04351,E00085930,,,,,,,,,
HMV,184,50.7987,-1.04864,E00085931,,,,,,,,,
B&Q,166,50.794,-1.04737,E00086322,,,,,,,,,
WHSmits,90,50.7909,-1.047,E00086327,,,,,,,,,
Iceland,180,50.7951,-1.04134,E00086350,,,,,,,,,
Argos,107,50.7937,-1.04232,E00174427,,,,,,,,,
Apple,155,50.7972,-1.04169,E00174472,,,,,,,,,
Iceland,89,50.7922,-1.04959,E00086324,,,,,,,,,
HMV,84,50.7917,-1.05288,E00086325,,,,,,,,,
Best Buy,178,50.7929,-1.05208,E00086326,,,,,,,,,
Iceland,73,50.7909,-1.0524,E00086333,,,,,,,,,
Best Buy,137,50.7933,-1.05038,E00086363,,,,,,,,,
Iceland,199,50.7956,-1.06373,E00086349,,,,,,,,,
Nationwide,199,50.7976,-1.05589,E00086354,,,,,,,,,
Game,175,50.7964,-1.06143,E00086355,,,,,,,,,
Apple,113,50.7944,-1.0638,E00086360,,,,,,,,,
Argos,67,50.795,-1.06303,E00086361,,,,,,,,,
Iceland,144,50.7944,-1.05378,E00086323,,,,,,,,,
WHSmits,119,50.797,-1.05316,E00086351,,,,,,,,,
Game,156,50.7958,-1.0532,E00086356,,,,,,,,,
Iceland,111,50.7954,-1.05543,E00086358,,,,,,,,,
Superdrug,86,50.7977,-1.0581,E00086352,,,,,,,,,
WHSmits,185,50.7967,-1.0578,E00086353,,,,,,,,,
Game,72,50.7957,-1.05726,E00086357,,,,,,,,,
Game,133,50.7955,-1.05915,E00086359,,,,,,,,,
Nationwide,134,50.7946,-1.05674,E00086362,,,,,,,,,
B&Q,124,50.7961,-1.08081,E00086016,,,,,,,,,
Tescos,158,50.7955,-1.08693,E00086018,,,,,,,,,
B&Q,109,50.7962,-1.08523,E00086020,,,,,,,,,
